Time (GMT);Link;Website : subject;Website : member name
01/05/2013 05:50;"https://forums.liveatc.net/index.php?action=dlattach;topic=10795.0;attach=7245";Re: C172 Midair over Santa Monica mountains, both departing KSMO ;uplink 
30/04/2013 22:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=10796.0;attach=7244";"Man drives onto Love Field runway, starts yelling ""Jihad"" ";Rhollmer 
30/04/2013 04:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=10793.0;attach=7240";Frontier 1557 loss of cabin pressure 04/29/13 ;datainmotion 
29/04/2013 23:42;"https://forums.liveatc.net/index.php?action=dlattach;topic=10792.0;attach=7239";Bad Luck for Delta 757 Flt 534 ;mk223 
28/04/2013 14:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=10787.0;attach=7237";Emergency Off-Site Landing, Whiteman Airport, Pacoima, Ca (KWHP) Cessna 172 ;uplink 
28/04/2013 11:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10786.0;attach=7236";Cessna Cardinal gear up landing, Van Nuys, CA (KVNY)  ;uplink 
25/04/2013 05:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=10782.0;attach=7232";Confused Pilot at KOXC ;boeing71234567 
20/04/2013 01:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=10774.0;attach=7231";Lufthansa Hit by Rocks while waiting on taxiway, KBOS ;mk223 
19/04/2013 01:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=10769.0;attach=7230";Skywest pilot fails his CYAAAAAAH to LAX controller ;ARMEDnPISSED 
17/04/2013 19:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=10767.0;attach=7229";US Airways 357, smoke event in aft lavatory ;emckirdy 
16/04/2013 10:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=10763.0;attach=7227";What's your call sign? ;AsianNomad 
15/04/2013 05:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=10762.0;attach=7225";A real Channel Master ;InterpreDemon 
15/04/2013 03:06;"https://forums.liveatc.net/index.php?action=dlattach;topic=10761.0;attach=7224";5 1/2 hours of a breakfast fly-in in 30 minutes ;itismike 
15/04/2013 00:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=10760.0;attach=7223";A tax break for you... ;InterpreDemon 
13/04/2013 05:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=10758.0;attach=7222";NASA F-15 Emergency ;lajim 
12/04/2013 20:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=10757.0;attach=7221";Loose dog at KBOS ;Hollis 
12/04/2013 19:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=10756.0;attach=7220";CRJ Wing Tip Strike Landing Charleston, WV (CRW) 2013-04-05 ;jshall755 
08/04/2013 22:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=10746.0;attach=7219";no interesting audio -PZ help! interpretation- ;offficer45 
06/04/2013 15:13;"https://forums.liveatc.net/index.php?action=dlattach;topic=10741.0;attach=7218";American 1454 med emergency at sea, expedited JFK arrival ;InterpreDemon 
06/04/2013 05:08;"https://forums.liveatc.net/index.php?action=dlattach;topic=10739.0;attach=7217";KEWR near miss? ;ryannayr140 
02/04/2013 02:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=10735.0;attach=7214";Cranky Air Canada Captain ;kylepetten 
31/03/2013 18:09;"https://forums.liveatc.net/index.php?action=dlattach;topic=10732.0;attach=7213";Sudden windshift at KBOS causes landing aborts ;Hollis 
29/03/2013 01:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=10731.0;attach=7212";RKSO - Declared emergency for gear malfunction ;AsianNomad 
27/03/2013 04:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=10728.0;attach=7211";Confused helicopter ;bassplayer87 
26/03/2013 03:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=10726.0;attach=7208";HF recording - translation needed ;InterpreDemon 
25/03/2013 14:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=10723.0;attach=7205";PHL go around ;Hollis 
19/03/2013 03:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=10710.0;attach=7199";UAL1607 Emergency Landing at LAX ;lajim 
18/03/2013 20:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=10709.0;attach=7198";Southwest 481 at KLAS - Cargo Fire Indication ;emckirdy 
17/03/2013 21:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=10705.0;attach=7197";"KRSW AWE1809 Goes Around: ""He spent half the morning out there."" ";StuSEL 
14/03/2013 23:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=10697.0;attach=7196";Air Canada Ignores Go-Around ;AirKevin 
14/03/2013 20:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=10692.0;attach=7194";"Re: ZOA to HAL45 - ""You sound very young"" ";Hollis 
06/03/2013 23:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=10679.0;attach=7183";Sequestration Vacation ;InterpreDemon 
06/03/2013 01:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=10676.0;attach=7180";Re: Drone sighting at JFK ;InterpreDemon 
05/03/2013 17:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=10676.0;attach=7169";Drone sighting at JFK ;Joel T 
05/03/2013 03:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=10674.0;attach=7168";ZERO-G parabolic maneuvers Amerijet 213  ;SQK7700 
04/03/2013 05:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=10672.0;attach=7166";I need some subtitles. ;offficer45 
03/03/2013 14:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=10671.0;attach=7165";ZBW My Bad  ;ronr530 
26/02/2013 18:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=10656.0;attach=7164";"Ryan Air 227 at EIDW ""screwed everything"" ";Maxx 
23/02/2013 19:02;"https://forums.liveatc.net/index.php?action=dlattach;topic=10651.0;attach=7156";Re: Forced go-around at KORD ;Hollis 
23/02/2013 14:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=10651.0;attach=7155";Forced go-around at KORD ;Hollis 
21/02/2013 13:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=10645.0;attach=7154";Patience or patients ;Hollis 
20/02/2013 01:59;"https://forums.liveatc.net/index.php?action=dlattach;topic=10622.0;attach=7153";Re: Looking for the audio from my first solo flight today at KOWD ;kjablonski8706 
14/02/2013 19:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=10635.0;attach=7152";"KPWK ATC:  ""For future reference..."" ";neillaferty 
14/02/2013 18:42;"https://forums.liveatc.net/index.php?action=dlattach;topic=10634.0;attach=7151";EGF 4438 Bleed Issues ;craig 
08/02/2013 13:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=10625.0;attach=7144";JFK twr a bit irked ;Hollis 
06/02/2013 22:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=10623.0;attach=7142";Expressjet E145 @KORD Smoke in the Cockpit ;mk223 
03/02/2013 20:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=10618.0;attach=7141";Cactus 1167 air conditioning problem ;neillaferty 
02/02/2013 11:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=10614.0;attach=7140";LBSF_APP(Sofia Approach) and QTR944 some out of job personal things ;boeing 763 
01/02/2013 14:29;"https://forums.liveatc.net/index.php?action=dlattach;topic=10613.0;attach=7139";KBOS tower, Automatic response...oops ;Hollis 
01/02/2013 10:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=10612.0;attach=7138";AA 473 pilot passes out ;graysono 
01/02/2013 01:33;"https://forums.liveatc.net/index.php?action=dlattach;topic=10611.0;attach=7137";DAL2101 Brake fire at KBOS 01/31/13 ;cptbrw 
30/01/2013 23:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=10608.0;attach=7136";Odd signal at JFK ;Hollis 
30/01/2013 00:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=10606.0;attach=7133";N1967E Piper Cherokee down in Hudson River NYC 1/27/13 ;isler 
28/01/2013 09:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=10600.0;attach=7132";AAL634 Bird Strike on takeoff from KSNA, makes emergency landing at LAX ;uplink 
25/01/2013 20:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=10594.0;attach=7131";FedEx 1420 - tailstrike at DEN ;emckirdy 
25/01/2013 01:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=10590.0;attach=7130";Hungry Passengers, Thirsty Plane ;kjablonski8706 
19/01/2013 17:09;"https://forums.liveatc.net/index.php?action=dlattach;topic=10583.0;attach=7123";AAL1357 Emergency ;ronr530 
15/01/2013 22:16;"https://forums.liveatc.net/index.php?action=dlattach;topic=10568.0;attach=7117";Heavy traffic at KBOS ;Hollis 
15/01/2013 18:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=10567.0;attach=7116";Gone Fishing ;ronr530 
14/01/2013 01:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=10564.0;attach=7115";Moe go-arounds at JFK ;Hollis 
13/01/2013 00:29;"https://forums.liveatc.net/index.php?action=dlattach;topic=10559.0;attach=7112";Re: Severe turbulence, Windshear at TVC today forcing 2 go arounds ;dave 
09/01/2013 03:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=10552.0;attach=7110";JAL FLT7 @ KBOS Fuel Leak on Taxiway ;mk223 
09/01/2013 03:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=10551.0;attach=7109";The Pessimist ;ronr530 
09/01/2013 00:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=10550.0;attach=7108";Pilot has no idea how to handle Class D airspace (KPKB) ;jshall755 
08/01/2013 22:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=10549.0;attach=7106";Birds disrupt operations at KBOS ;Hollis 
08/01/2013 22:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=10549.0;attach=7107";Birds disrupt operations at KBOS ;Hollis 
07/01/2013 00:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=10541.0;attach=7100";ATC departue info ;Hollis 
06/01/2013 17:03;"https://forums.liveatc.net/index.php?action=dlattach;topic=10539.0;attach=7099";Overwhelmed ATC in Barcelona ;flyflyfly 
06/01/2013 14:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=10538.0;attach=7098";Pilot Technique... ;ronr530 
06/01/2013 03:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=10535.0;attach=7097";ZBW Stuck Mic ;ronr530 
04/01/2013 15:27;"https://forums.liveatc.net/index.php?action=dlattach;topic=10528.0;attach=7095";When you gotta go, you go ;Hollis 
04/01/2013 03:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=10525.0;attach=7093";B-2 Rose Bowl Flyover ;lajim 
02/01/2013 14:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=10517.0;attach=7087";Spirit Wings vs. CACTUS FLL 1-1-2013 ;aircraftmx 
02/01/2013 14:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=10517.0;attach=7088";Spirit Wings vs. CACTUS FLL 1-1-2013 ;aircraftmx 
27/12/2012 16:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=10503.0;attach=7077";"Southwest @KISP off taxiway ""We just made your day exciting"" ";mk223 
26/12/2012 11:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=10501.0;attach=7076";C172 SE-KHX krasched 16NOV ;planefan 
21/12/2012 22:30;"https://forums.liveatc.net/index.php?action=dlattach;topic=10499.0;attach=7074";I Feel Like I'm in Training Here ;unicycletrumpet 
18/12/2012 16:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10497.0;attach=7073";"KBDL TFR Violation ""Dropping off Santa"" ";digitalpretzel 
17/12/2012 15:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=10495.0;attach=7071";"Laser pointed at aircraft - ""genitally challenged"" ";bt95 
16/12/2012 23:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=10493.0;attach=7070";Air Force One inbound KBDL ;dave 
14/12/2012 21:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=10491.0;attach=7068";KBOS Xmas 2011 ;Hollis 
14/12/2012 18:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=10490.0;attach=7067";Runway incurson and rejected takeoff, KLAX, Dec 12 ;roe 
13/12/2012 18:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=10486.0;attach=7066";SKW2679 rejected takeoff @ LAX yesterday due to runway cross without permission ;ARMEDnPISSED 
12/12/2012 06:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=10483.0;attach=7065";LASER pointed at Cockpit of Aircraft during Takeoff ;Isaac2112 
10/12/2012 22:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=10480.0;attach=7063";Captain forgot to bring the duct tape ;InterpreDemon 
04/12/2012 22:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=10461.0;attach=7059";United Dreamliner Emergency Landing at KMSY ;frumpy16 
03/12/2012 11:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=10456.0;attach=7055";Re: KRST Crash ;roe 
23/11/2012 07:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=10444.0;attach=7044";Audio of Piper Cherokee crash at YPJT ;helimedic 
22/11/2012 14:44;"https://forums.liveatc.net/index.php?action=dlattach;topic=10443.0;attach=7043";Who's right or who's left? ;Hollis 
18/11/2012 19:26;"https://forums.liveatc.net/index.php?action=dlattach;topic=10434.0;attach=7033";Runway Incursion at KOJC ;n9088d 
13/11/2012 17:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=10425.0;attach=7030";JFK's satellite airport LGA ;kempboeing 
13/11/2012 08:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=10424.0;attach=7028";Audio of EK-413 ;graysono 
13/11/2012 01:26;"https://forums.liveatc.net/index.php?action=dlattach;topic=10424.0;attach=7027";Emirates A380 Pan Pan Pan departing Sydney, Australia ;dannews 
08/11/2012 14:02;"https://forums.liveatc.net/index.php?action=dlattach;topic=10411.0;attach=7024";Snowstorm frustrations at JFK  ;Hollis 
07/11/2012 00:16;"https://forums.liveatc.net/index.php?action=dlattach;topic=10409.0;attach=7023";Election day at KBOS ;Hollis 
06/11/2012 23:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=10408.0;attach=7021";Election Day Tower (JFK Tower) ;kempboeing 
06/11/2012 23:05;"https://forums.liveatc.net/index.php?action=dlattach;topic=10408.0;attach=7022";Election Day Tower (JFK Tower) ;kempboeing 
06/11/2012 04:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=10372.0;attach=7020";Re: Taxiway incursion at Sofia Airport(LBSF/SOF) ;mik_ny 
30/10/2012 00:31;"https://forums.liveatc.net/index.php?action=dlattach;topic=10390.0;attach=7017";JFK ATIS during hurricane Sandy ;Hollis 
30/10/2012 00:29;"https://forums.liveatc.net/index.php?action=dlattach;topic=10389.0;attach=7016";JFK ATIS during hurricane Sandy ;Hollis 
26/10/2012 04:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=10384.0;attach=7011";Blue Angels Fleet Week 2012 Survey Flight San Francisco ;SQK7700 
23/10/2012 15:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=10377.0;attach=7004";Re: Fedex B752 near Cincinnati on Oct 18th 2012, engine shut down in flight ;derekjackson 
22/10/2012 00:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=10374.0;attach=7003";Re: Volga-dnepr An-124 taking off without clearance - YUL ;Fryy 
20/10/2012 20:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=10373.0;attach=7001";AF1 dropping in for a nice friendly debate... ;InterpreDemon 
20/10/2012 16:53;"https://forums.liveatc.net/index.php?action=dlattach;topic=10372.0;attach=7000";Taxiway incursion at Sofia Airport(LBSF/SOF) ;boeing 763 
19/10/2012 00:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=10367.0;attach=6999";Peter never calls mark ;dsflyerds 
18/10/2012 16:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=10366.0;attach=6998";What did he say? ;offficer45 
11/10/2012 23:15;"https://forums.liveatc.net/index.php?action=dlattach;topic=10353.0;attach=6982";Jazz Dash-8 wake turbulence encounter  ;Joel T 
06/10/2012 03:36;"https://forums.liveatc.net/index.php?action=dlattach;topic=10340.0;attach=6976";Re: Midair collision SW of KCHD - Chandler, AZ ;Fryy 
05/10/2012 01:09;"https://forums.liveatc.net/index.php?action=dlattach;topic=10339.0;attach=6975";U-2 Over SoCal ;lajim 
04/10/2012 22:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=10336.0;attach=6972";Re: Typical SFO ARINC traffic ;InterpreDemon 
04/10/2012 22:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=10336.0;attach=6973";Re: Typical SFO ARINC traffic ;InterpreDemon 
04/10/2012 22:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=10336.0;attach=6974";Re: Typical SFO ARINC traffic ;InterpreDemon 
04/10/2012 15:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10336.0;attach=6969";Typical SFO ARINC traffic ;InterpreDemon 
04/10/2012 15:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10336.0;attach=6970";Typical SFO ARINC traffic ;InterpreDemon 
04/10/2012 15:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10336.0;attach=6971";Typical SFO ARINC traffic ;InterpreDemon 
04/10/2012 00:45;"https://forums.liveatc.net/index.php?action=dlattach;topic=10334.0;attach=6968";Audio choppy. Scanner issue, antenna, or software issue? ;itismike 
03/10/2012 12:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=10331.0;attach=6967";AAL443 return to JFK (loose seats) ;dave 
03/10/2012 12:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=10331.0;attach=6966";AAL443 return to JFK (loose seats) ;dave 
02/10/2012 11:04;"https://forums.liveatc.net/index.php?action=dlattach;topic=10328.0;attach=6964";AAL685 loose seats (diversion to JFK) ;dave 
02/10/2012 00:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=10326.0;attach=6963";FDX514 loses engine cowling while landing - KPHL ;cptbrw 
30/09/2012 21:58;"https://forums.liveatc.net/index.php?action=dlattach;topic=10319.0;attach=6958";Re: Comair Last Flight ;InterpreDemon 
30/09/2012 02:28;"https://forums.liveatc.net/index.php?action=dlattach;topic=10319.0;attach=6957";Comair Last Flight ;boeing71234567 
29/09/2012 15:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=10313.0;attach=6956";Coast Guard Helo shuts down engine ;dan9125 
27/09/2012 22:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=10312.0;attach=6955";what's this mean? ;offficer45 
27/09/2012 00:55;"https://forums.liveatc.net/index.php?action=dlattach;topic=10311.0;attach=6953";TAM8078 Gear problem at KJFK ;cptbrw 
26/09/2012 20:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=10309.0;attach=6949";Air Force One Missed Approach at KTOL Toledo, OH 09/26/2012 ;brain615 
24/09/2012 14:16;"https://forums.liveatc.net/index.php?action=dlattach;topic=10278.0;attach=6942";Re: WorldWide 12, Smoke in Cockpit (Ann Romney's plane) ;dave 
23/09/2012 06:34;"https://forums.liveatc.net/index.php?action=dlattach;topic=10280.0;attach=6941";"AA2005 goes around with LH454 ""super"" on runway at SFO. ";corn587 
22/09/2012 23:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10279.0;attach=6939";ASTRO 95 Heavy San Francisco Bay Area ATC audio ;SQK7700 
22/09/2012 15:36;"https://forums.liveatc.net/index.php?action=dlattach;topic=10278.0;attach=6938";WorldWide 12, Smoke in Cockpit (Ann Romney's plane) ;TangoWhiskey 
20/09/2012 22:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=10275.0;attach=6936";BOS twr misc comms ;Hollis 
18/09/2012 20:20;"https://forums.liveatc.net/index.php?action=dlattach;topic=10269.0;attach=6934";Re: JFK Bomb Threat / Cranky Captain ;TangoWhiskey 
16/09/2012 01:18;"https://forums.liveatc.net/index.php?action=dlattach;topic=10264.0;attach=6932";Winnipeg Terminal (CYWG) getting no response from RAC ;YWGTower 
14/09/2012 16:40;"https://forums.liveatc.net/index.php?action=dlattach;topic=10262.0;attach=6931";EGF2829 Indicator/Engine Emergency at KGRR ;craig 
11/09/2012 07:29;"https://forums.liveatc.net/index.php?action=dlattach;topic=10255.0;attach=6929";DL 107 Declares emergency, lands JFK. ;InterpreDemon 
10/09/2012 07:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=10249.0;attach=6928";Re: Snobby Australian Qatar Airways Pilot being horrible to Singapore Girl ;StuSEL 
05/09/2012 07:11;"https://forums.liveatc.net/index.php?action=dlattach;topic=10247.0;attach=6926";Practice No-Gyro ASR RWY 36 Approach at FNT ;StuSEL 
26/08/2012 20:10;"https://forums.liveatc.net/index.php?action=dlattach;topic=10228.0;attach=6923";Seems strange that VFR pilots can  just bust in through a MOA if they want to. ;numbthumbs 
26/08/2012 14:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=10226.0;attach=6922";Aeronca down at KWHP, Whiteman airport, Pacoima, Ca ;uplink 
23/08/2012 15:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10219.0;attach=6920";Question - Etihad 151 go-around ? ;wurtzie 
21/08/2012 12:52;"https://forums.liveatc.net/index.php?action=dlattach;topic=10217.0;attach=6919";low fuel for student pilot ;keith 
20/08/2012 07:51;"https://forums.liveatc.net/index.php?action=dlattach;topic=10213.0;attach=6918";LAX tower explains to American pilot new rules ;uplink 
20/08/2012 04:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=10212.0;attach=6917";CAL Fire Air Attack (spotter) plane declares smoke in cockpit KSBP ;cow_boy104 
19/08/2012 05:07;"https://forums.liveatc.net/index.php?action=dlattach;topic=10209.0;attach=6916";United 96 at EWR - engine out,  return to EWR ;emckirdy 
15/08/2012 17:22;"https://forums.liveatc.net/index.php?action=dlattach;topic=10204.0;attach=6910";UAL799 missed at EWR ;Hollis 
14/08/2012 03:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=10201.0;attach=6909";FLG3285 bursts tire on takeoff, diverts to JFK ;derekjackson 
12/08/2012 07:25;"https://forums.liveatc.net/index.php?action=dlattach;topic=10197.0;attach=6907";US Airways 750 - PHL to Brussels, diverts to BOS for smoke in cabin ;emckirdy 
10/08/2012 20:16;"https://forums.liveatc.net/index.php?action=dlattach;topic=10196.0;attach=6906";JFK go aound time ;Hollis 
09/08/2012 07:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=10193.0;attach=6901";King Air gear issues, KSBP ;cow_boy104 
06/08/2012 20:01;"https://forums.liveatc.net/index.php?action=dlattach;topic=10187.0;attach=6900";Hospital helicopter breaks skid, lands on mattresses at KSAT  ;Joel T 
06/08/2012 13:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=10186.0;attach=6899";Engine Failure Air Canada/Jazz Flight: 8631 July 26. 2012 13:30 AST ;thoughtfailure 
05/08/2012 04:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=10182.0;attach=6897";TRS1792 Declares an emergency and returns to IND #2 ;tomcruse7 
05/08/2012 04:46;"https://forums.liveatc.net/index.php?action=dlattach;topic=10181.0;attach=6896";TRS1792 Declares an emergency and returns to IND #1 ;tomcruse7 
05/08/2012 03:32;"https://forums.liveatc.net/index.php?action=dlattach;topic=10180.0;attach=6895";Ohhh S*** alert!!! on the air boss freq 7/24 during the air show at OSH ;tomcruse7 
04/08/2012 22:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=10178.0;attach=6894";let me know this part... ;offficer45 
04/08/2012 09:35;"https://forums.liveatc.net/index.php?action=dlattach;topic=10176.0;attach=6893";AFR102 Emergency at Moscow ;hotdog12 
04/08/2012 00:39;"https://forums.liveatc.net/index.php?action=dlattach;topic=10175.0;attach=6892";JFK Tower Delter ;kempboeing 
02/08/2012 15:21;"https://forums.liveatc.net/index.php?action=dlattach;topic=10169.0;attach=6889";Re: kdca tuesday ;gillmores 
01/08/2012 04:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=10166.0;attach=6888";UAL 956 Bomb Scare 7/31/12 ;mielsonwheals 
01/08/2012 00:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10165.0;attach=6887";UA1475 bird strike at DEN ;derekjackson 
28/07/2012 22:19;"https://forums.liveatc.net/index.php?action=dlattach;topic=10162.0;attach=6886";Olympic traffic on opening night ;retro11 
25/07/2012 00:06;"https://forums.liveatc.net/index.php?action=dlattach;topic=10160.0;attach=6878";US Airways 544 Declares Emergency Lands at Dyess AFB with 6200lbs of fuel. ;numbthumbs 
24/07/2012 03:49;"https://forums.liveatc.net/index.php?action=dlattach;topic=10158.0;attach=6876";Spitfire to KOSH Tower: I won't laugh at you ;jefflcarr 
18/07/2012 17:38;"https://forums.liveatc.net/index.php?action=dlattach;topic=10150.0;attach=6874";I ought'a get paid extra for this... ;InterpreDemon 
17/07/2012 18:37;"https://forums.liveatc.net/index.php?action=dlattach;topic=10147.0;attach=6873";Exchange between Souther Air pilot and LAX Tower about the bright taxiway lights ;ARMEDnPISSED 
17/07/2012 04:06;"https://forums.liveatc.net/index.php?action=dlattach;topic=10146.0;attach=6872";JBU657 hit by green laser at JFK ;derekjackson 
14/07/2012 00:56;"https://forums.liveatc.net/index.php?action=dlattach;topic=10135.0;attach=6871";Re: Delta bomb threat at JFK? ;oktalist 
13/07/2012 03:23;"https://forums.liveatc.net/index.php?action=dlattach;topic=10135.0;attach=6870";Delta bomb threat at JFK? ;Hollis 
11/07/2012 14:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=10133.0;attach=6867";Delta A320 Engine Failure 7/10 ;jefflcarr 
11/07/2012 14:12;"https://forums.liveatc.net/index.php?action=dlattach;topic=10133.0;attach=6868";Delta A320 Engine Failure 7/10 ;jefflcarr 
10/07/2012 20:24;"https://forums.liveatc.net/index.php?action=dlattach;topic=10131.0;attach=6865";"Re: Sikorsky pilot can't take ""no"" for an answer during EWR shutdown ";emckirdy 
07/07/2012 04:51;"https://forums.liveatc.net/index.php?action=dlattach;topic=10125.0;attach=6852";California Pacific Airlines ;SoCal Pilot 
06/07/2012 03:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=10123.0;attach=6851";Stingsport Light-Sport crash near Lake Piru, Ca ;uplink 
05/07/2012 03:14;"https://forums.liveatc.net/index.php?action=dlattach;topic=10119.0;attach=6849";Boston July 4th Fly Over Audio from Boston (KBOS) Tower ;mk223 
04/07/2012 23:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=10098.0;attach=6847";"Re: ""Hey don't bother me no more..."" ";gillmores 
04/07/2012 23:48;"https://forums.liveatc.net/index.php?action=dlattach;topic=10098.0;attach=6848";"Re: ""Hey don't bother me no more..."" ";gillmores 
21/06/2012 17:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=10099.0;attach=6846";Re: LAX Flight check go-around ;mk223 
19/06/2012 03:00;"https://forums.liveatc.net/index.php?action=dlattach;topic=10096.0;attach=6844";Jetblue 194 - Hydraulics Issue KLAS ;mk223 
15/06/2012 21:17;"https://forums.liveatc.net/index.php?action=dlattach;topic=10095.0;attach=6842";Piper N12FM wants to enter NYC class B, bumped between 4 different controllers ;oktalist 
15/06/2012 12:57;"https://forums.liveatc.net/index.php?action=dlattach;topic=10092.0;attach=6841";Re: Can't understand female at JFK Tower ;derekjackson 
14/06/2012 20:54;"https://forums.liveatc.net/index.php?action=dlattach;topic=10094.0;attach=6839";If you're unfamiliar with an airport, it's not a good idea to fly there. ;kcmeyers 
14/06/2012 05:47;"https://forums.liveatc.net/index.php?action=dlattach;topic=10093.0;attach=6838";KBFL: Comanche makes an emergency landing in onion field ;g841910b 
